id,lotfrontage,lotarea,yearbuilt,yearremodadd,masvnrarea,bsmtfinsf1,bsmtfinsf2,bsmtunfsf,totalbsmtsf,firstflrsf,secondflrsf,lowqualfinsf,grlivarea,garagearea,wooddecksf,openporchsf,enclosedporch,threeseasonporch,screenporch,poolarea,miscval,saleprice,mszoning_encoded,street_encoded,alley_encoded,lotshape_encoded,landcontour_encoded,utilities_encoded,lotconfig_encoded,landslope_encoded,neighborhood_encoded,condition1_encoded,condition2_encoded,bldgtype_encoded,housestyle_encoded,roofstyle_encoded,roofmatl_encoded,exterior1st_encoded,exterior2nd_encoded,masvnrtype_encoded,exterqual_encoded,extercond_encoded,foundation_encoded,bsmtqual_encoded,bsmtcond_encoded,bsmtexposure_encoded,bsmtfintype1_encoded,bsmtfintype2_encoded,heating_encoded,heatingqc_encoded,centralair_encoded,electrical_encoded,kitchenqual_encoded,functional_encoded,fireplacequ_encoded,garagetype_encoded,garageyrblt_encoded,garagefinish_encoded,garagequal_encoded,garagecond_encoded,paveddrive_encoded,poolqc_encoded,fence_encoded,miscfeature_encoded,saletype_encoded,salecondition_encoded,mssubclass_encoded,overallqual_encoded,overallcond_encoded,bsmtfullbath_encoded,bsmthalfbath_encoded,fullbath_encoded,halfbath_encoded,bedroomabvgr_encoded,kitchenabvgr_encoded,totrmsabvgrd_encoded,fireplaces_encoded,garagecars_encoded,mosold_encoded,yrsold_encoded
301,90,15750,1953,1953,56,841,0,324,1165,1336,0,0,1336,375,0,0,0,0,0,0,0,157000.0,4,1,1,3,3,0,0,0,6,2,2,1,2,3,0,8,8,1,3,4,1,4,4,2,1,6,1,4,1,4,4,7,2,1,44,3,5,5,2,3,4,1,9,4,15,4,4,1,0,1,0,2,1,3,2,1,5,0
302,66,16226,1998,1999,0,281,0,747,1028,1210,1242,0,2452,683,208,50,0,0,0,0,0,267000.0,4,1,1,2,3,0,4,0,5,2,2,0,5,1,0,12,14,2,2,4,2,2,4,3,2,6,1,0,1,4,2,7,5,3,89,0,5,5,2,3,4,1,9,4,5,7,4,0,0,2,1,4,1,7,1,2,4,1
303,118,13704,2001,2002,150,0,0,1541,1541,1541,0,0,1541,843,468,81,0,0,0,0,0,205000.0,4,1,1,0,3,0,0,0,5,2,2,0,2,1,0,12,14,1,2,4,2,2,4,3,6,6,1,0,1,4,2,7,5,1,92,2,5,5,2,3,4,1,9,4,0,6,4,0,0,2,0,3,1,4,1,3,0,0
305,87,18386,1880,2002,0,0,0,1470,1470,1675,1818,0,3493,870,302,0,0,0,0,0,0,295000.0,5,1,1,3,3,0,4,0,17,2,2,0,3,1,0,5,5,2,3,4,0,4,4,3,6,6,1,0,1,4,2,7,0,1,94,3,5,5,2,3,4,1,9,4,7,6,8,0,0,3,0,3,1,8,1,3,4,2
306,80,10386,2004,2005,246,1464,0,536,2000,2000,0,0,2000,888,168,0,0,0,0,0,0,305900.0,4,1,1,3,3,0,4,0,5,2,2,0,2,1,0,5,5,3,2,4,2,2,4,3,2,6,1,0,1,4,2,7,3,1,95,0,5,5,2,3,4,1,9,4,0,7,4,1,0,2,0,3,1,6,0,3,6,1
307,116,13474,1990,1991,246,700,0,0,700,1122,1121,0,2243,746,127,44,224,0,0,0,0,225000.0,4,1,1,3,3,0,4,0,20,1,2,0,5,1,0,6,11,1,2,4,1,2,4,3,0,6,1,2,1,4,2,7,5,1,81,2,5,5,2,3,4,1,9,4,5,6,4,1,0,2,1,4,1,6,1,3,5,1
308,65,7920,1920,1950,0,0,0,319,319,1035,371,0,1406,0,0,144,0,0,0,0,0,89500.0,5,1,0,0,3,0,4,0,9,0,2,0,0,1,0,8,8,2,3,1,1,4,4,3,6,6,1,4,1,0,1,7,3,6,103,1,3,3,0,3,2,1,9,4,4,5,6,0,0,1,0,3,1,4,0,0,2,2
309,85,12342,1940,1950,0,262,0,599,861,861,0,0,861,539,158,0,0,0,0,0,0,82500.0,4,1,1,0,3,0,4,0,7,2,2,0,2,1,0,12,14,2,3,4,1,4,4,3,1,6,1,0,1,4,4,7,3,5,52,3,5,5,2,3,4,1,9,4,1,3,4,0,0,1,0,1,1,2,0,2,2,3
310,90,12378,2003,2004,0,1274,0,622,1896,1944,0,0,1944,708,208,175,0,0,0,0,0,360000.0,4,1,1,0,3,0,4,0,16,2,2,0,2,1,0,12,14,2,2,4,2,0,4,1,2,6,1,0,1,4,0,7,0,1,94,0,5,5,2,3,4,1,9,4,0,8,4,1,0,2,0,3,1,6,3,3,10,0
311,62,7685,1993,1994,112,518,0,179,697,697,804,0,1501,420,190,63,0,0,0,0,0,165600.0,4,1,1,0,3,0,4,0,8,2,2,0,5,1,0,6,6,1,3,4,2,2,4,3,0,6,1,2,1,4,2,7,5,1,84,0,5,5,2,3,4,1,9,4,5,5,4,0,0,2,1,3,1,4,1,2,4,0
312,50,8000,1948,2002,0,680,0,292,972,972,0,0,972,240,0,0,0,0,0,0,0,132000.0,4,1,1,3,3,0,4,0,12,2,2,0,2,1,0,12,14,2,3,2,1,4,4,3,0,6,1,0,1,4,4,7,2,5,39,3,5,5,2,3,4,1,9,4,0,5,5,1,0,1,0,2,1,3,1,1,4,3
313,65,7800,1939,1950,0,507,0,286,793,793,325,0,1118,410,0,0,0,0,271,0,0,119900.0,5,1,1,3,3,0,4,0,17,0,2,1,0,1,0,8,8,2,3,4,1,2,4,2,5,6,1,4,1,4,4,7,2,5,31,3,5,5,2,3,2,1,9,4,15,4,6,1,0,1,0,3,1,3,1,2,4,0
315,60,9600,1925,1990,0,16,0,712,728,832,809,0,1641,546,0,0,234,0,0,0,0,178000.0,5,1,0,3,3,0,4,0,17,2,2,0,5,1,0,13,15,2,3,4,0,4,1,3,3,6,1,0,1,4,0,7,2,5,17,3,1,5,2,3,4,1,9,4,6,6,6,0,1,1,1,3,1,4,1,2,7,0
316,71,7795,2004,2005,0,425,0,291,716,716,716,0,1432,432,100,51,0,0,0,0,0,188500.0,4,1,1,0,3,0,4,0,8,2,2,0,5,1,0,12,14,2,2,4,2,2,4,3,2,6,1,0,1,4,2,7,2,1,95,0,5,5,2,3,4,1,9,4,5,6,4,1,0,2,1,3,1,4,1,2,6,3
317,94,13005,1980,1980,278,692,0,153,845,1153,1200,0,2353,484,288,195,0,0,0,0,0,260000.0,4,1,1,0,3,0,0,0,14,2,2,0,5,1,0,5,5,1,2,4,1,2,4,3,2,6,1,4,1,4,0,7,5,1,74,2,5,5,2,3,0,1,9,4,5,6,6,1,0,2,1,4,1,8,1,2,7,3
318,75,9000,2006,2006,0,0,0,1088,1088,1088,871,0,1959,1025,208,46,0,0,0,0,0,270000.0,1,1,1,3,3,0,4,0,21,2,2,0,5,1,0,12,14,2,2,4,2,2,4,0,6,6,1,0,1,4,2,7,2,1,97,2,5,5,2,3,4,1,9,4,5,7,4,0,0,2,1,3,1,6,1,3,11,1
319,90,9900,1993,1993,256,987,0,360,1347,1372,1274,0,2646,656,340,60,144,0,0,0,0,260000.0,4,1,1,3,2,0,4,1,15,2,2,0,5,1,0,6,6,1,2,4,2,2,4,1,2,6,1,0,1,4,2,7,5,1,84,2,5,5,2,3,4,1,9,4,5,6,4,1,0,2,1,4,1,7,1,3,3,3
320,86,14115,1980,1980,225,1036,0,336,1372,1472,0,0,1472,588,233,48,0,0,0,0,0,187500.0,4,1,1,3,3,0,4,0,14,2,2,0,7,1,0,10,11,1,3,4,1,2,4,0,2,6,1,4,1,4,4,7,5,1,71,3,5,5,2,3,4,1,9,4,8,6,4,1,0,2,0,3,1,4,2,2,5,3
321,111,16259,2006,2006,370,0,0,1249,1249,1249,1347,0,2596,840,240,154,0,0,0,0,0,342643.0,4,1,1,3,3,0,0,0,16,2,2,0,5,1,0,12,14,3,3,4,2,0,1,0,6,6,1,0,1,4,2,7,3,1,97,2,5,5,2,3,4,1,6,5,5,8,4,0,0,3,1,4,1,7,0,3,8,0
322,99,12099,2004,2004,388,970,0,166,1136,1136,1332,0,2468,872,184,154,0,0,0,0,0,354000.0,4,1,1,0,3,0,4,0,16,2,2,0,5,1,0,12,14,1,2,4,2,0,4,0,2,6,1,0,1,4,2,7,2,3,95,0,5,5,2,3,4,1,9,4,5,7,4,1,0,2,1,4,1,8,1,3,5,1
323,86,10380,1986,1987,172,28,1474,0,1502,1553,1177,0,2730,576,201,96,0,0,0,0,0,301000.0,4,1,1,0,3,0,4,0,20,2,2,0,5,1,0,10,11,1,2,4,1,4,4,1,3,0,1,0,1,4,2,7,5,1,78,0,5,5,2,3,2,1,9,4,5,6,4,1,0,2,1,4,1,6,1,2,7,1
324,49,5820,1955,2005,0,256,0,906,1162,1163,0,0,1163,220,142,98,0,0,0,0,0,126175.0,5,1,1,3,3,0,4,0,17,2,2,0,2,1,0,12,14,2,3,2,1,4,4,3,0,6,1,0,1,4,4,7,3,1,46,3,1,5,2,3,4,1,9,4,0,2,7,1,0,1,0,3,1,4,0,1,6,0
325,96,11275,1967,2007,300,0,0,710,710,1898,1080,0,2978,564,240,0,0,0,0,0,0,242000.0,4,1,1,3,3,0,0,0,12,4,2,0,7,4,5,13,15,1,2,2,1,2,4,3,6,6,1,0,1,4,2,7,2,3,52,0,5,5,2,3,4,1,9,4,8,6,6,0,0,2,1,5,1,9,1,2,5,4
326,50,5000,1941,1950,0,116,0,604,720,803,0,0,803,360,0,0,244,0,0,0,0,87000.0,5,1,1,3,3,0,4,0,9,5,2,0,1,1,0,8,8,2,3,4,1,4,4,0,1,6,1,3,0,1,4,7,3,5,33,3,5,5,2,3,4,1,9,4,3,4,5,0,0,1,0,2,1,3,0,2,11,1
327,32,10846,1993,1993,0,1619,0,100,1719,1719,0,0,1719,473,122,30,0,0,0,0,0,324000.0,4,1,1,0,3,0,1,0,24,2,2,4,2,1,0,3,3,2,2,4,2,2,4,1,2,6,1,0,1,4,2,7,2,1,84,0,5,5,2,3,4,1,2,4,11,7,4,2,0,1,1,1,1,4,2,2,4,2
328,80,11600,1960,1960,175,565,0,818,1383,1383,0,0,1383,292,0,45,0,0,0,0,0,145250.0,4,1,1,3,3,0,4,0,12,2,2,0,2,3,0,13,15,1,3,4,1,4,4,3,5,6,1,4,1,4,4,7,3,1,51,2,5,5,2,3,4,1,9,4,0,5,4,0,0,1,1,3,1,5,0,1,3,0
329,84,11888,1916,1994,0,0,0,844,844,1445,689,0,2134,441,0,60,268,0,0,0,0,214500.0,4,1,2,0,0,0,4,0,3,4,2,0,4,1,0,13,16,2,3,4,0,4,4,3,6,6,1,2,0,0,2,7,3,5,22,3,5,5,2,3,4,1,9,4,7,5,5,0,0,2,0,5,1,8,0,2,6,3
330,60,6402,1920,1950,0,0,0,596,596,596,596,0,1192,189,0,0,137,0,0,0,0,78000.0,5,1,1,3,3,0,0,0,9,2,2,0,5,1,0,13,16,2,3,4,2,4,4,2,6,6,1,4,0,4,4,7,3,5,12,3,1,1,0,3,1,1,9,4,6,4,4,0,0,1,0,3,1,4,0,1,6,3
331,81,10624,1964,1964,84,40,264,1424,1728,1728,0,0,1728,352,155,0,0,0,0,0,0,119000.0,4,1,1,0,3,0,4,0,12,2,2,2,2,1,0,6,6,1,3,4,1,4,4,3,2,5,1,4,1,4,4,7,3,5,93,3,5,5,2,3,4,1,9,4,10,4,3,0,1,2,0,6,2,8,0,1,10,1
332,70,8176,1958,1992,0,846,0,210,1056,1056,0,0,1056,308,0,0,0,0,0,0,0,139000.0,4,1,1,3,3,0,4,0,12,2,2,0,2,1,0,13,15,2,3,4,1,4,4,3,5,6,1,1,1,4,4,7,3,1,49,2,5,5,2,3,4,1,9,4,0,4,5,1,0,1,0,3,1,4,0,1,7,1
333,85,10655,2003,2004,296,1124,479,1603,3206,1629,0,0,1629,880,0,0,0,0,0,0,0,284000.0,4,1,1,0,3,0,4,0,16,2,2,0,2,1,0,12,14,1,2,4,2,2,4,3,2,4,1,0,1,4,2,7,2,1,94,2,5,5,2,3,4,1,9,4,0,7,4,1,0,2,0,3,1,5,1,3,9,3
334,59,8198,2004,2004,146,720,0,638,1358,1358,0,0,1358,484,192,30,0,0,0,0,0,207000.0,5,1,1,3,3,0,3,0,16,2,2,4,2,1,0,12,14,3,2,4,2,2,4,0,2,6,1,0,1,4,2,7,2,1,95,2,5,5,2,3,4,1,9,4,11,6,4,1,0,2,0,2,1,4,1,2,6,2
335,59,9042,1998,1998,0,828,0,115,943,943,695,0,1638,472,100,38,0,0,0,0,0,192000.0,4,1,1,0,3,0,4,0,8,2,2,0,5,1,0,12,14,2,3,4,2,2,4,1,2,6,1,2,1,4,4,7,5,1,89,0,5,5,2,3,4,1,9,4,5,5,4,1,0,2,1,3,1,5,2,2,6,2
337,86,14157,2005,2006,200,1249,0,673,1922,1922,0,0,1922,676,178,51,0,0,0,0,0,377426.0,4,1,1,0,1,0,0,0,22,2,2,0,2,3,0,12,14,3,2,4,2,0,4,1,2,6,1,0,1,4,2,7,2,1,96,0,5,5,2,3,4,1,9,4,0,8,4,1,0,2,0,3,1,6,1,3,6,1
338,70,9135,2002,2003,113,810,0,726,1536,1536,0,0,1536,532,192,74,0,0,0,0,0,214000.0,4,1,1,3,3,0,4,0,5,2,2,0,2,1,0,12,14,1,2,4,2,2,4,0,2,6,1,0,1,4,2,7,3,1,93,2,5,5,2,3,4,1,9,4,0,6,4,1,0,2,0,3,1,5,0,2,11,2
339,91,14145,1984,1998,0,213,0,995,1208,1621,0,0,1621,440,108,45,0,0,0,0,400,202500.0,4,1,1,3,3,0,0,0,14,2,2,0,2,1,0,13,15,2,2,4,1,2,4,2,0,6,1,0,1,4,2,7,3,1,75,2,5,5,2,3,4,3,9,4,0,6,6,1,0,2,0,3,1,6,0,2,4,0
340,66,12400,1958,1998,176,585,0,630,1215,1215,0,0,1215,297,0,0,0,0,234,0,0,155000.0,4,1,1,0,3,0,4,0,12,1,2,0,2,3,0,13,15,1,3,4,1,4,0,3,5,6,1,4,1,0,4,7,3,1,49,3,5,5,2,3,4,1,9,4,0,5,6,0,0,1,0,3,1,4,0,1,5,3
341,85,14191,2002,2002,0,0,0,967,967,993,915,0,1908,431,135,0,0,0,0,0,0,202900.0,4,1,1,3,3,0,4,0,23,2,2,0,5,1,0,12,14,2,2,4,2,2,4,3,6,6,1,0,1,4,2,7,3,1,93,0,5,5,2,3,4,1,9,4,5,7,4,0,0,2,1,4,1,7,0,2,3,4
342,60,8400,1950,1950,0,0,0,721,721,841,0,0,841,294,250,0,24,0,0,0,0,82000.0,3,1,1,3,3,0,4,0,20,1,2,0,2,1,0,13,0,2,1,1,1,4,0,3,6,6,1,2,1,4,4,7,3,4,41,3,5,5,0,3,4,1,9,4,0,3,3,0,0,1,0,2,1,2,0,1,8,3
343,66,8544,1949,1950,340,0,0,0,0,1040,0,0,1040,400,0,0,0,0,0,0,0,87500.0,4,1,1,3,3,0,4,0,12,2,2,2,2,1,0,11,13,1,3,4,3,3,2,4,4,4,5,1,0,0,4,7,3,5,40,3,5,5,2,3,4,1,9,4,10,2,3,0,0,2,0,2,2,4,0,2,4,0
344,63,8849,2005,2005,616,28,0,1656,1684,1684,0,0,1684,564,495,72,0,0,0,0,0,266000.0,4,1,1,0,3,0,4,0,16,2,2,4,2,3,0,8,8,1,0,4,2,0,4,3,2,6,1,0,1,4,0,7,0,1,96,2,5,5,2,3,4,1,9,4,11,8,4,0,0,2,0,2,1,4,1,2,6,2
345,36,2592,1976,1976,0,129,232,175,536,536,576,0,1112,336,182,0,0,0,0,0,0,85000.0,5,1,1,3,3,0,4,0,10,2,2,4,5,1,0,5,5,2,3,4,1,2,4,3,5,1,1,4,1,4,4,7,3,1,67,3,5,5,2,3,4,1,9,4,13,4,2,0,0,1,1,3,1,2,0,1,3,4
346,65,6435,1939,1950,0,0,0,972,972,972,605,0,1577,312,0,0,0,0,0,0,0,140200.0,4,1,1,3,3,0,4,0,3,6,2,0,0,1,0,8,8,2,3,4,0,4,4,3,6,6,1,2,1,4,1,7,2,5,31,3,5,5,2,3,4,1,9,4,4,5,4,0,0,1,0,3,1,4,1,1,9,0
347,81,12772,1960,1998,0,498,0,460,958,958,0,0,958,301,0,0,0,0,0,0,15500,151500.0,4,1,1,0,3,0,1,0,12,2,2,0,2,3,0,8,8,2,3,2,1,4,4,2,1,6,1,4,1,4,4,7,3,1,51,2,5,5,2,3,4,0,9,4,0,5,7,0,0,1,0,2,1,3,0,1,3,1
348,100,17600,1960,1960,30,1270,0,208,1478,1478,0,0,1478,498,0,40,0,0,0,0,0,157500.0,4,1,1,0,3,0,4,0,12,2,2,0,2,1,0,13,15,1,3,4,1,4,4,3,1,6,1,0,1,0,4,7,2,1,51,3,5,5,2,3,4,1,9,4,0,5,4,1,0,2,0,3,1,4,2,2,11,3
349,36,2448,2003,2004,106,573,0,191,764,764,862,0,1626,474,0,27,0,0,0,0,0,154000.0,4,1,1,3,3,0,4,0,16,2,2,3,5,1,0,12,16,3,2,4,2,2,4,3,2,6,1,0,1,4,2,7,3,3,94,2,5,5,2,3,4,1,9,4,13,6,4,1,0,2,1,2,1,4,0,2,9,2
350,56,20431,2005,2006,870,1410,0,438,1848,1848,880,0,2728,706,0,0,0,0,0,0,0,437154.0,4,1,1,1,3,0,4,0,16,2,2,0,5,3,0,5,5,1,0,4,2,0,4,3,2,6,1,0,1,4,0,7,0,1,97,0,5,5,2,3,4,1,6,5,5,8,4,1,0,2,1,4,1,8,2,3,3,0
351,68,7820,2007,2007,362,0,0,1869,1869,1869,0,0,1869,617,210,54,0,0,0,0,0,318061.0,4,1,1,0,3,0,4,0,16,2,2,4,2,3,0,8,8,1,0,4,2,0,4,3,6,6,1,0,1,4,0,7,2,1,98,2,5,5,2,3,4,1,6,5,11,8,4,0,0,2,0,2,1,4,1,2,11,1
353,60,9084,1941,1950,0,236,380,0,616,616,495,0,1111,200,48,0,0,0,0,0,0,95000.0,4,1,1,3,3,0,4,0,7,0,2,0,0,1,0,12,14,2,3,4,1,4,0,2,3,5,1,4,0,4,4,7,3,5,33,3,5,1,2,3,4,1,5,4,4,4,5,0,1,1,0,3,1,3,0,1,2,2
354,60,8520,1928,2003,0,0,0,624,624,720,0,0,720,484,106,0,0,0,0,0,0,105900.0,5,1,1,3,3,0,4,0,17,2,2,0,2,1,0,12,14,2,3,2,0,4,4,3,6,6,1,2,1,4,4,7,3,5,96,3,5,5,2,3,4,1,9,4,1,5,7,0,0,1,0,2,1,3,0,2,4,4
355,60,8400,1940,2000,0,388,0,552,940,1192,403,0,1595,240,0,0,108,0,0,0,0,140000.0,4,1,1,3,0,0,4,0,18,2,2,0,0,1,0,13,8,2,3,4,1,4,4,3,3,6,1,0,1,4,4,7,2,1,32,3,5,5,2,3,4,1,9,4,4,5,4,0,0,1,0,2,1,4,2,1,5,0
356,105,11249,1995,1995,0,334,544,322,1200,1200,0,0,1200,521,0,26,0,0,0,0,0,177500.0,4,1,1,1,3,0,4,0,5,2,2,0,2,1,0,12,14,2,2,2,2,2,1,3,0,1,1,0,1,4,2,7,3,1,86,2,5,5,2,3,4,1,9,4,0,5,4,1,0,2,0,3,1,4,0,2,7,1
357,75,9248,1992,1992,106,560,0,598,1158,1167,0,0,1167,400,120,26,0,0,0,0,0,173000.0,4,1,1,0,3,0,4,0,8,2,2,0,2,1,0,6,6,1,3,4,2,2,4,3,2,6,1,2,1,4,2,7,3,1,83,2,5,5,2,3,4,1,9,4,0,5,5,1,0,2,0,3,1,4,0,2,6,3
358,44,4224,1976,1976,0,874,0,268,1142,1142,0,0,1142,528,536,90,0,0,0,0,0,134000.0,5,1,1,3,3,0,4,0,10,2,2,4,2,1,0,5,5,2,3,4,2,2,4,3,0,6,1,4,1,4,4,7,4,1,67,0,5,5,2,3,2,1,9,4,11,4,4,1,0,1,1,3,1,4,1,2,7,1
360,78,12011,1998,1998,530,956,0,130,1086,1086,838,0,1924,592,208,75,0,0,374,0,0,280000.0,4,1,1,0,3,0,1,0,15,2,2,0,5,1,0,12,14,1,2,4,2,2,4,0,2,6,1,0,1,4,2,7,5,1,89,2,5,5,2,3,4,1,9,4,5,7,4,1,0,2,1,3,1,5,1,2,5,0
361,62,7540,1978,1978,0,773,0,115,888,912,0,0,912,470,0,0,0,0,192,0,0,156000.0,4,1,1,0,3,0,1,0,11,2,2,0,6,1,0,12,14,2,3,4,1,2,4,0,2,6,1,0,1,4,4,7,5,1,69,2,5,5,2,3,2,1,9,4,9,5,5,1,0,1,0,2,1,3,1,2,5,1
362,68,9144,1940,1982,0,399,0,484,883,988,517,0,1505,240,0,0,0,0,0,0,0,145000.0,4,1,2,3,3,0,4,0,3,2,2,0,0,1,0,8,8,2,3,4,1,4,4,3,5,6,1,2,1,4,4,7,3,5,32,3,5,5,0,3,4,1,9,4,4,4,4,1,0,1,0,3,1,6,0,1,6,2
363,64,7301,2003,2003,500,0,0,0,0,495,1427,0,1922,672,0,0,177,0,0,0,0,198500.0,4,1,1,3,3,0,0,0,7,2,2,0,6,1,0,6,6,1,2,4,3,3,2,4,4,4,1,0,1,4,2,7,0,3,94,2,5,5,2,3,4,1,3,4,9,6,4,0,0,3,0,4,1,5,1,2,6,3
364,21,1680,1972,2007,510,162,0,321,483,483,504,0,987,264,250,0,0,0,0,0,0,118000.0,5,1,1,3,3,0,4,0,2,2,2,3,5,1,0,6,6,1,3,4,1,4,4,3,0,6,1,2,1,4,2,7,3,5,63,3,5,5,2,3,4,1,9,4,13,5,7,0,0,1,1,2,1,3,0,1,4,3
365,99,18800,1976,1976,120,712,0,84,796,790,784,0,1574,566,306,111,0,0,0,0,0,190000.0,4,1,1,0,3,0,2,0,14,2,2,0,5,1,0,6,6,1,3,4,2,2,4,2,2,6,1,4,1,4,4,7,5,1,67,0,5,5,2,3,4,1,9,4,5,5,4,1,0,2,1,3,1,4,1,2,6,0
366,59,10690,1920,1997,0,456,0,216,672,672,672,0,1344,468,0,128,218,0,0,0,0,147000.0,5,1,1,3,3,0,4,0,9,2,2,0,5,3,0,12,14,2,3,2,1,4,0,3,5,6,1,2,1,0,4,7,3,5,55,3,5,1,2,3,4,1,9,4,6,4,6,0,0,1,0,3,1,4,0,1,6,3
367,74,9500,1963,1963,247,609,0,785,1394,1394,0,0,1394,514,0,76,0,0,185,0,0,159000.0,4,1,1,0,3,0,4,0,12,2,2,0,2,1,0,10,11,1,3,4,1,2,4,3,1,6,1,2,1,4,4,7,2,1,54,2,5,5,2,3,4,1,9,4,0,5,4,1,0,1,1,3,1,4,2,2,6,3
368,101,9150,1962,1962,305,371,0,728,1099,1431,0,0,1431,296,64,110,0,0,0,0,0,165000.0,4,1,1,0,3,0,0,0,12,2,2,0,7,1,4,10,11,1,3,4,1,2,4,1,2,6,1,2,1,4,4,7,2,2,53,2,5,5,2,3,4,1,9,4,8,5,4,0,1,1,0,3,1,4,1,1,11,2
369,78,7800,1954,1954,200,540,0,728,1268,1268,0,0,1268,244,0,98,0,0,0,0,0,132000.0,4,1,1,3,3,0,4,0,12,2,2,0,2,1,0,6,6,1,3,4,2,4,4,3,3,6,1,2,1,4,4,7,2,1,45,0,5,5,2,3,4,1,9,4,0,4,5,0,0,1,0,2,1,5,1,1,2,4
370,73,9830,1959,2006,0,72,258,733,1063,1287,0,0,1287,576,364,17,0,0,182,0,0,162000.0,4,1,1,0,3,0,0,0,12,2,2,0,2,1,0,13,15,2,3,2,1,4,4,3,0,5,1,0,1,4,2,7,2,5,88,0,5,5,2,3,4,1,9,4,0,4,6,1,0,1,0,3,1,5,1,2,2,4
371,65,8121,2000,2000,0,0,0,953,953,953,711,0,1664,460,100,40,0,0,0,0,0,172400.0,4,1,1,0,3,0,4,0,8,2,2,0,5,1,0,12,14,2,3,4,2,2,4,3,6,6,1,0,1,4,4,7,5,1,91,2,5,5,2,3,4,1,9,4,5,5,4,0,0,2,1,3,1,5,1,2,0,0
372,80,17120,1959,1959,0,0,0,0,0,1120,468,0,1588,680,0,59,0,0,0,0,0,134432.0,4,1,1,3,3,0,4,0,4,1,2,0,0,1,0,14,11,2,3,4,1,3,2,4,4,4,1,4,1,4,4,3,2,5,82,0,5,5,0,3,4,1,9,4,4,3,3,0,0,2,0,4,1,5,1,2,6,2
373,50,7175,1984,1984,0,623,121,0,744,752,0,0,752,264,353,0,0,0,90,0,0,125000.0,4,1,1,3,3,0,4,0,20,2,2,4,2,1,0,10,11,2,3,4,1,2,4,3,0,3,1,4,1,4,4,7,3,1,75,3,5,5,2,3,2,1,9,4,11,5,4,1,0,1,0,2,1,2,0,1,1,4
374,79,10634,1953,1953,0,428,180,0,608,1319,0,0,1319,270,66,0,0,0,0,0,0,123000.0,4,1,1,3,3,0,4,0,12,2,2,0,2,1,0,8,8,2,3,4,2,4,4,3,1,3,1,4,1,4,4,3,3,1,44,3,5,5,2,3,1,1,9,4,0,4,5,1,0,1,0,3,1,3,0,1,10,3
375,65,8200,2003,2004,0,0,0,847,847,847,1081,0,1928,434,100,48,0,0,0,0,0,219500.0,4,1,1,3,3,0,4,0,5,2,2,0,5,1,0,12,14,2,2,4,2,2,4,3,6,6,1,0,1,4,2,7,2,3,94,0,5,5,2,3,4,1,9,4,5,6,4,0,0,2,1,4,1,6,1,2,6,1
376,80,10020,1922,1950,0,350,0,333,683,904,0,0,904,0,0,0,0,0,0,0,0,61000.0,4,1,1,0,2,0,4,2,7,2,2,0,2,1,0,13,15,2,1,1,0,1,3,1,1,6,1,2,0,0,1,0,3,6,103,1,3,3,2,3,4,1,9,4,1,0,0,1,0,0,1,1,1,2,0,0,2,3
377,57,8846,1996,1996,0,298,0,572,870,914,0,0,914,576,0,0,0,0,0,0,0,148000.0,4,1,1,0,3,0,1,0,5,2,2,0,6,1,0,12,14,2,2,4,2,2,4,0,2,6,1,0,1,4,4,7,3,5,89,3,5,5,2,3,4,1,9,4,9,4,4,0,0,1,0,2,1,3,0,2,6,0
378,102,11143,2004,2005,0,0,0,1580,1580,1580,886,0,2466,610,159,214,0,0,0,0,0,340000.0,1,1,1,0,3,0,0,0,21,2,2,0,5,1,0,5,5,2,2,4,2,2,4,3,6,6,1,0,1,4,2,7,2,1,95,2,5,5,2,3,4,1,9,4,5,7,4,0,0,3,0,4,1,6,1,2,11,1
380,60,8123,2000,2000,16,0,0,982,982,1007,793,0,1800,463,100,63,0,0,0,0,0,179000.0,4,1,1,0,3,0,4,0,8,6,2,0,5,1,0,12,14,1,3,4,2,2,4,3,6,6,1,0,1,4,4,7,5,1,91,0,5,5,2,3,4,1,9,4,5,5,4,0,0,2,1,3,1,5,1,2,5,3
381,50,5000,1924,1950,0,218,0,808,1026,1026,665,0,1691,308,0,0,242,0,0,0,0,127000.0,4,1,2,3,3,0,4,0,18,2,2,0,0,1,0,3,15,2,3,4,0,4,4,3,3,6,1,4,1,4,2,7,2,5,16,3,5,5,2,3,4,1,9,4,4,4,5,0,0,2,0,3,1,4,1,1,4,4
382,60,7200,2006,2006,0,0,0,1293,1293,1301,0,0,1301,572,216,121,0,0,0,0,0,187750.0,1,1,2,3,3,0,4,0,21,2,2,0,2,1,0,12,14,2,2,4,2,2,1,3,6,6,1,0,1,4,2,7,2,1,97,2,5,5,2,3,4,1,6,5,0,6,4,1,0,2,0,2,1,3,1,2,7,0
383,79,9245,2006,2006,0,0,0,939,939,939,858,0,1797,639,144,53,0,0,0,0,0,213500.0,4,1,1,0,3,0,4,0,5,2,2,0,5,1,0,12,14,2,2,4,2,2,4,0,6,6,1,0,1,4,2,7,3,1,97,2,5,5,2,3,4,1,9,4,5,6,4,0,0,2,1,3,1,6,0,2,3,1
